ATKMSG_M_000=(!)
ATKMSG_Y_000=(!)
ATKMSG_E_000=(!)
ATKMSG_N_000=(!)
ATKMSG_M_001=¡{0x0101,0x0000} ha usado Destructor!
ATKMSG_M_610=¡{0x0101,0x0000} ha usado Clemencia!
ATKMSG_Y_610=¡El {0x0101,0x0000} salvaje ha usado Clemencia!
ATKMSG_E_610=¡El {0x0101,0x0000} enemigo ha usado Clemencia!
ATKMSG_N_610=¡El {0x0101,0x0000} dominante ha usado Clemencia!
ATKMSG_M_611=¡{0x0101,0x0000} ha usado Acoso!
ATKMSG_Y_611=¡El {0x0101,0x0000} salvaje ha usado Acoso!
ATKMSG_E_611=¡El {0x0101,0x0000} enemigo ha usado Acoso!
ATKMSG_N_611=¡El {0x0101,0x0000} dominante ha usado Acoso!
ATKMSG_M_612=¡{0x0101,0x0000} ha usado Puño Incremento!
ATKMSG_Y_612=¡El {0x0101,0x0000} salvaje ha usado Puño Incremento!
ATKMSG_E_612=¡El {0x0101,0x0000} enemigo ha usado Puño Incremento!
ATKMSG_N_612=¡El {0x0101,0x0000} dominante ha usado Puño Incremento!
ATKMSG_M_613=¡{0x0101,0x0000} ha usado Ala Mortífera!
ATKMSG_Y_613=¡El {0x0101,0x0000} salvaje ha usado Ala Mortífera!
ATKMSG_E_613=¡El {0x0101,0x0000} enemigo ha usado Ala Mortífera!
ATKMSG_N_613=¡El {0x0101,0x0000} dominante ha usado Ala Mortífera!
ATKMSG_M_614=¡{0x0101,0x0000} ha usado Mil Flechas!
ATKMSG_Y_614=¡El {0x0101,0x0000} salvaje ha usado Mil Flechas!
ATKMSG_E_614=¡El {0x0101,0x0000} enemigo ha usado Mil Flechas!
ATKMSG_N_614=¡El {0x0101,0x0000} dominante ha usado Mil Flechas!
ATKMSG_M_615=¡{0x0101,0x0000} ha usado Mil Temblores!
ATKMSG_Y_615=¡El {0x0101,0x0000} salvaje ha usado Mil Temblores!
ATKMSG_E_615=¡El {0x0101,0x0000} enemigo ha usado Mil Temblores!
ATKMSG_N_615=¡El {0x0101,0x0000} dominante ha usado Mil Temblores!
ATKMSG_M_616=¡{0x0101,0x0000} ha usado Fuerza Telúrica!
ATKMSG_Y_616=¡El {0x0101,0x0000} salvaje ha usado Fuerza Telúrica!
ATKMSG_E_616=¡El {0x0101,0x0000} enemigo ha usado Fuerza Telúrica!
ATKMSG_N_616=¡El {0x0101,0x0000} dominante ha usado Fuerza Telúrica!
ATKMSG_M_617=¡{0x0101,0x0000} ha usado Luz Aniquiladora!
ATKMSG_Y_617=¡El {0x0101,0x0000} salvaje ha usado Luz Aniquiladora!
ATKMSG_E_617=¡El {0x0101,0x0000} enemigo ha usado Luz Aniquiladora!
ATKMSG_N_617=¡El {0x0101,0x0000} dominante ha usado Luz Aniquiladora!
ATKMSG_M_618=¡{0x0101,0x0000} ha usado Pulso Primigenio!
ATKMSG_Y_618=¡El {0x0101,0x0000} salvaje ha usado Pulso Primigenio!
ATKMSG_E_618=¡El {0x0101,0x0000} enemigo ha usado Pulso Primigenio!
ATKMSG_N_618=¡El {0x0101,0x0000} dominante ha usado Pulso Primigenio!
ATKMSG_M_619=¡{0x0101,0x0000} ha usado Filo del Abismo!
ATKMSG_Y_619=¡El {0x0101,0x0000} salvaje ha usado Filo del Abismo!
ATKMSG_E_619=¡El {0x0101,0x0000} enemigo ha usado Filo del Abismo!
ATKMSG_N_619=¡El {0x0101,0x0000} dominante ha usado Filo del Abismo!
ATKMSG_M_620=¡{0x0101,0x0000} ha usado Ascenso Draco!
ATKMSG_Y_620=¡El {0x0101,0x0000} salvaje ha usado Ascenso Draco!
ATKMSG_E_620=¡El {0x0101,0x0000} enemigo ha usado Ascenso Draco!
ATKMSG_N_620=¡El {0x0101,0x0000} dominante ha usado Ascenso Draco!
ATKMSG_M_621=¡{0x0101,0x0000} ha usado Cerco Dimensión!
ATKMSG_Y_621=¡El {0x0101,0x0000} salvaje ha usado Cerco Dimensión!
ATKMSG_E_621=¡El {0x0101,0x0000} enemigo ha usado Cerco Dimensión!
ATKMSG_N_621=¡El {0x0101,0x0000} dominante ha usado Cerco Dimensión!
ATKMSG_M_622={0xBDFF:0x09B8}
ATKMSG_Y_622={0xBDFF:0x09B9}
ATKMSG_E_622={0xBDFF:0x09BA}
ATKMSG_N_622={0xBDFF:0x09BB}
ATKMSG_M_623={0xBDFF:0x09BC}
ATKMSG_Y_623={0xBDFF:0x09BD}
ATKMSG_E_623={0xBDFF:0x09BE}
ATKMSG_N_623={0xBDFF:0x09BF}
ATKMSG_M_624={0xBDFF:0x09C0}
ATKMSG_Y_624={0xBDFF:0x09C1}
ATKMSG_E_624={0xBDFF:0x09C2}
ATKMSG_N_624={0xBDFF:0x09C3}
ATKMSG_M_625={0xBDFF:0x09C4}
ATKMSG_Y_625={0xBDFF:0x09C5}
ATKMSG_E_625={0xBDFF:0x09C6}
ATKMSG_N_625={0xBDFF:0x09C7}
ATKMSG_M_626={0xBDFF:0x09C8}
ATKMSG_Y_626={0xBDFF:0x09C9}
ATKMSG_E_626={0xBDFF:0x09CA}
ATKMSG_N_626={0xBDFF:0x09CB}
ATKMSG_M_627={0xBDFF:0x09CC}
ATKMSG_Y_627={0xBDFF:0x09CD}
ATKMSG_E_627={0xBDFF:0x09CE}
ATKMSG_N_627={0xBDFF:0x09CF}
ATKMSG_M_628={0xBDFF:0x09D0}
ATKMSG_Y_628={0xBDFF:0x09D1}
ATKMSG_E_628={0xBDFF:0x09D2}
ATKMSG_N_628={0xBDFF:0x09D3}
ATKMSG_M_629={0xBDFF:0x09D4}
ATKMSG_Y_629={0xBDFF:0x09D5}
ATKMSG_E_629={0xBDFF:0x09D6}
ATKMSG_N_629={0xBDFF:0x09D7}
ATKMSG_M_630={0xBDFF:0x09D8}
ATKMSG_Y_630={0xBDFF:0x09D9}
ATKMSG_E_630={0xBDFF:0x09DA}
ATKMSG_N_630={0xBDFF:0x09DB}
ATKMSG_M_631={0xBDFF:0x09DC}
ATKMSG_Y_631={0xBDFF:0x09DD}
ATKMSG_E_631={0xBDFF:0x09DE}
ATKMSG_N_631={0xBDFF:0x09DF}
ATKMSG_M_632={0xBDFF:0x09E0}
ATKMSG_Y_632={0xBDFF:0x09E1}
ATKMSG_E_632={0xBDFF:0x09E2}
ATKMSG_N_632={0xBDFF:0x09E3}
ATKMSG_M_633={0xBDFF:0x09E4}
ATKMSG_Y_633={0xBDFF:0x09E5}
ATKMSG_E_633={0xBDFF:0x09E6}
ATKMSG_N_633={0xBDFF:0x09E7}
ATKMSG_M_634={0xBDFF:0x09E8}
ATKMSG_Y_634={0xBDFF:0x09E9}
ATKMSG_E_634={0xBDFF:0x09EA}
ATKMSG_N_634={0xBDFF:0x09EB}
ATKMSG_M_635={0xBDFF:0x09EC}
ATKMSG_Y_635={0xBDFF:0x09ED}
ATKMSG_E_635={0xBDFF:0x09EE}
ATKMSG_N_635={0xBDFF:0x09EF}
ATKMSG_M_636={0xBDFF:0x09F0}
ATKMSG_Y_636={0xBDFF:0x09F1}
ATKMSG_E_636={0xBDFF:0x09F2}
ATKMSG_N_636={0xBDFF:0x09F3}
ATKMSG_M_637={0xBDFF:0x09F4}
ATKMSG_Y_637={0xBDFF:0x09F5}
ATKMSG_E_637={0xBDFF:0x09F6}
ATKMSG_N_637={0xBDFF:0x09F7}
ATKMSG_M_638={0xBDFF:0x09F8}
ATKMSG_Y_638={0xBDFF:0x09F9}
ATKMSG_E_638={0xBDFF:0x09FA}
ATKMSG_N_638={0xBDFF:0x09FB}
ATKMSG_M_639={0xBDFF:0x09FC}
ATKMSG_Y_639={0xBDFF:0x09FD}
ATKMSG_E_639={0xBDFF:0x09FE}
ATKMSG_N_639={0xBDFF:0x09FF}
ATKMSG_M_640={0xBDFF:0x0A00}
ATKMSG_Y_640={0xBDFF:0x0A01}
ATKMSG_E_640={0xBDFF:0x0A02}
ATKMSG_N_640={0xBDFF:0x0A03}
ATKMSG_M_641={0xBDFF:0x0A04}
ATKMSG_Y_641={0xBDFF:0x0A05}
ATKMSG_E_641={0xBDFF:0x0A06}
ATKMSG_N_641={0xBDFF:0x0A07}
ATKMSG_M_642={0xBDFF:0x0A08}
ATKMSG_Y_642={0xBDFF:0x0A09}
ATKMSG_E_642={0xBDFF:0x0A0A}
ATKMSG_N_642={0xBDFF:0x0A0B}
ATKMSG_M_643={0xBDFF:0x0A0C}
ATKMSG_Y_643={0xBDFF:0x0A0D}
ATKMSG_E_643={0xBDFF:0x0A0E}
ATKMSG_N_643={0xBDFF:0x0A0F}
ATKMSG_M_644={0xBDFF:0x0A10}
ATKMSG_Y_644={0xBDFF:0x0A11}
ATKMSG_E_644={0xBDFF:0x0A12}
ATKMSG_N_644={0xBDFF:0x0A13}
ATKMSG_M_645={0xBDFF:0x0A14}
ATKMSG_Y_645={0xBDFF:0x0A15}
ATKMSG_E_645={0xBDFF:0x0A16}
ATKMSG_N_645={0xBDFF:0x0A17}
ATKMSG_M_646={0xBDFF:0x0A18}
ATKMSG_Y_646={0xBDFF:0x0A19}
ATKMSG_E_646={0xBDFF:0x0A1A}
ATKMSG_N_646={0xBDFF:0x0A1B}
ATKMSG_M_647={0xBDFF:0x0A1C}
ATKMSG_Y_647={0xBDFF:0x0A1D}
ATKMSG_E_647={0xBDFF:0x0A1E}
ATKMSG_N_647={0xBDFF:0x0A1F}
ATKMSG_M_648={0xBDFF:0x0A20}
ATKMSG_Y_648={0xBDFF:0x0A21}
ATKMSG_E_648={0xBDFF:0x0A22}
ATKMSG_N_648={0xBDFF:0x0A23}
ATKMSG_M_649={0xBDFF:0x0A24}
ATKMSG_Y_649={0xBDFF:0x0A25}
ATKMSG_E_649={0xBDFF:0x0A26}
ATKMSG_N_649={0xBDFF:0x0A27}
ATKMSG_M_650={0xBDFF:0x0A28}
ATKMSG_Y_650={0xBDFF:0x0A29}
ATKMSG_E_650={0xBDFF:0x0A2A}
ATKMSG_N_650={0xBDFF:0x0A2B}
ATKMSG_M_651={0xBDFF:0x0A2C}
ATKMSG_Y_651={0xBDFF:0x0A2D}
ATKMSG_E_651={0xBDFF:0x0A2E}
ATKMSG_N_651={0xBDFF:0x0A2F}
ATKMSG_M_652={0xBDFF:0x0A30}
ATKMSG_Y_652={0xBDFF:0x0A31}
ATKMSG_E_652={0xBDFF:0x0A32}
ATKMSG_N_652={0xBDFF:0x0A33}
ATKMSG_M_653={0xBDFF:0x0A34}
ATKMSG_Y_653={0xBDFF:0x0A35}
ATKMSG_E_653={0xBDFF:0x0A36}
ATKMSG_N_653={0xBDFF:0x0A37}
ATKMSG_M_654={0xBDFF:0x0A38}
ATKMSG_Y_654={0xBDFF:0x0A39}
ATKMSG_E_654={0xBDFF:0x0A3A}
ATKMSG_N_654={0xBDFF:0x0A3B}
ATKMSG_M_655={0xBDFF:0x0A3C}
ATKMSG_Y_655={0xBDFF:0x0A3D}
ATKMSG_E_655={0xBDFF:0x0A3E}
ATKMSG_N_655={0xBDFF:0x0A3F}
ATKMSG_M_656={0xBDFF:0x0A40}
ATKMSG_Y_656={0xBDFF:0x0A41}
ATKMSG_E_656={0xBDFF:0x0A42}
ATKMSG_N_656={0xBDFF:0x0A43}
ATKMSG_M_657={0xBDFF:0x0A44}
ATKMSG_Y_657={0xBDFF:0x0A45}
ATKMSG_E_657={0xBDFF:0x0A46}
ATKMSG_N_657={0xBDFF:0x0A47}
ATKMSG_M_658={0xBDFF:0x0A48}
ATKMSG_Y_658={0xBDFF:0x0A49}
ATKMSG_E_658={0xBDFF:0x0A4A}
ATKMSG_N_658={0xBDFF:0x0A4B}
ATKMSG_M_659=¡{0x0101,0x0000} ha usado Recogearena!
ATKMSG_Y_659=¡El {0x0101,0x0000} salvaje ha usado Recogearena!
ATKMSG_E_659=¡El {0x0101,0x0000} enemigo ha usado Recogearena!
ATKMSG_N_659=¡El {0x0101,0x0000} dominante ha usado Recogearena!
ATKMSG_M_660=¡{0x0101,0x0000} ha usado Escaramuza!
ATKMSG_Y_660=¡El {0x0101,0x0000} salvaje ha usado Escaramuza!
ATKMSG_E_660=¡El {0x0101,0x0000} enemigo ha usado Escaramuza!
ATKMSG_N_660=¡El {0x0101,0x0000} dominante ha usado Escaramuza!
ATKMSG_M_661=¡{0x0101,0x0000} ha usado Búnker!
ATKMSG_Y_661=¡El {0x0101,0x0000} salvaje ha usado Búnker!
ATKMSG_E_661=¡El {0x0101,0x0000} enemigo ha usado Búnker!
ATKMSG_N_661=¡El {0x0101,0x0000} dominante ha usado Búnker!
ATKMSG_M_662=¡{0x0101,0x0000} ha usado Puntada Sombría!
ATKMSG_Y_662=¡El {0x0101,0x0000} salvaje ha usado Puntada Sombría!
ATKMSG_E_662=¡El {0x0101,0x0000} enemigo ha usado Puntada Sombría!
ATKMSG_N_662=¡El {0x0101,0x0000} dominante ha usado Puntada Sombría!
ATKMSG_M_663=¡{0x0101,0x0000} ha usado Lariat Oscuro!
ATKMSG_Y_663=¡El {0x0101,0x0000} salvaje ha usado Lariat Oscuro!
ATKMSG_E_663=¡El {0x0101,0x0000} enemigo ha usado Lariat Oscuro!
ATKMSG_N_663=¡El {0x0101,0x0000} dominante ha usado Lariat Oscuro!
ATKMSG_M_664=¡{0x0101,0x0000} ha usado Aria Burbuja!
ATKMSG_Y_664=¡El {0x0101,0x0000} salvaje ha usado Aria Burbuja!
ATKMSG_E_664=¡El {0x0101,0x0000} enemigo ha usado Aria Burbuja!
ATKMSG_N_664=¡El {0x0101,0x0000} dominante ha usado Aria Burbuja!
ATKMSG_M_665=¡{0x0101,0x0000} ha usado Martillo Hielo!
ATKMSG_Y_665=¡El {0x0101,0x0000} salvaje ha usado Martillo Hielo!
ATKMSG_E_665=¡El {0x0101,0x0000} enemigo ha usado Martillo Hielo!
ATKMSG_N_665=¡El {0x0101,0x0000} dominante ha usado Martillo Hielo!
ATKMSG_M_666=¡{0x0101,0x0000} ha usado Cura Floral!
ATKMSG_Y_666=¡El {0x0101,0x0000} salvaje ha usado Cura Floral!
ATKMSG_E_666=¡El {0x0101,0x0000} enemigo ha usado Cura Floral!
ATKMSG_N_666=¡El {0x0101,0x0000} dominante ha usado Cura Floral!
ATKMSG_M_667=¡{0x0101,0x0000} ha usado Fuerza Equina!
ATKMSG_Y_667=¡El {0x0101,0x0000} salvaje ha usado Fuerza Equina!
ATKMSG_E_667=¡El {0x0101,0x0000} enemigo ha usado Fuerza Equina!
ATKMSG_N_667=¡El {0x0101,0x0000} dominante ha usado Fuerza Equina!
ATKMSG_M_668=¡{0x0101,0x0000} ha usado Absorbefuerza!
ATKMSG_Y_668=¡El {0x0101,0x0000} salvaje ha usado Absorbefuerza!
ATKMSG_E_668=¡El {0x0101,0x0000} enemigo ha usado Absorbefuerza!
ATKMSG_N_668=¡El {0x0101,0x0000} dominante ha usado Absorbefuerza!
ATKMSG_M_669=¡{0x0101,0x0000} ha usado Cuchilla Solar!
ATKMSG_Y_669=¡El {0x0101,0x0000} salvaje ha usado Cuchilla Solar!
ATKMSG_E_669=¡El {0x0101,0x0000} enemigo ha usado Cuchilla Solar!
ATKMSG_N_669=¡El {0x0101,0x0000} dominante ha usado Cuchilla Solar!
ATKMSG_M_670=¡{0x0101,0x0000} ha usado Follaje!
ATKMSG_Y_670=¡El {0x0101,0x0000} salvaje ha usado Follaje!
ATKMSG_E_670=¡El {0x0101,0x0000} enemigo ha usado Follaje!
ATKMSG_N_670=¡El {0x0101,0x0000} dominante ha usado Follaje!
ATKMSG_M_671=¡{0x0101,0x0000} ha usado Foco!
ATKMSG_Y_671=¡El {0x0101,0x0000} salvaje ha usado Foco!
ATKMSG_E_671=¡El {0x0101,0x0000} enemigo ha usado Foco!
ATKMSG_N_671=¡El {0x0101,0x0000} dominante ha usado Foco!
ATKMSG_M_672=¡{0x0101,0x0000} ha usado Hilo Venenoso!
ATKMSG_Y_672=¡El {0x0101,0x0000} salvaje ha usado Hilo Venenoso!
ATKMSG_E_672=¡El {0x0101,0x0000} enemigo ha usado Hilo Venenoso!
ATKMSG_N_672=¡El {0x0101,0x0000} dominante ha usado Hilo Venenoso!
ATKMSG_M_673=¡{0x0101,0x0000} ha usado Aguzar!
ATKMSG_Y_673=¡El {0x0101,0x0000} salvaje ha usado Aguzar!
ATKMSG_E_673=¡El {0x0101,0x0000} enemigo ha usado Aguzar!
ATKMSG_N_673=¡El {0x0101,0x0000} dominante ha usado Aguzar!
ATKMSG_M_674=¡{0x0101,0x0000} ha usado Piñón Auxiliar!
ATKMSG_Y_674=¡El {0x0101,0x0000} salvaje ha usado Piñón Auxiliar!
ATKMSG_E_674=¡El {0x0101,0x0000} enemigo ha usado Piñón Auxiliar!
ATKMSG_N_674=¡El {0x0101,0x0000} dominante ha usado Piñón Auxiliar!
ATKMSG_M_675=¡{0x0101,0x0000} ha usado Golpe Mordaza!
ATKMSG_Y_675=¡El {0x0101,0x0000} salvaje ha usado Golpe Mordaza!
ATKMSG_E_675=¡El {0x0101,0x0000} enemigo ha usado Golpe Mordaza!
ATKMSG_N_675=¡El {0x0101,0x0000} dominante ha usado Golpe Mordaza!
ATKMSG_M_676=¡{0x0101,0x0000} ha usado Bola de Polen!
ATKMSG_Y_676=¡El {0x0101,0x0000} salvaje ha usado Bola de Polen!
ATKMSG_E_676=¡El {0x0101,0x0000} enemigo ha usado Bola de Polen!
ATKMSG_N_676=¡El {0x0101,0x0000} dominante ha usado Bola de Polen!
ATKMSG_M_677=¡{0x0101,0x0000} ha usado Anclaje!
ATKMSG_Y_677=¡El {0x0101,0x0000} salvaje ha usado Anclaje!
ATKMSG_E_677=¡El {0x0101,0x0000} enemigo ha usado Anclaje!
ATKMSG_N_677=¡El {0x0101,0x0000} dominante ha usado Anclaje!
ATKMSG_M_678=¡{0x0101,0x0000} ha usado Campo Psíquico!
ATKMSG_Y_678=¡El {0x0101,0x0000} salvaje ha usado Campo Psíquico!
ATKMSG_E_678=¡El {0x0101,0x0000} enemigo ha usado Campo Psíquico!
ATKMSG_N_678=¡El {0x0101,0x0000} dominante ha usado Campo Psíquico!
ATKMSG_M_679=¡{0x0101,0x0000} ha usado Plancha!
ATKMSG_Y_679=¡El {0x0101,0x0000} salvaje ha usado Plancha!
ATKMSG_E_679=¡El {0x0101,0x0000} enemigo ha usado Plancha!
ATKMSG_N_679=¡El {0x0101,0x0000} dominante ha usado Plancha!
ATKMSG_M_680=¡{0x0101,0x0000} ha usado Látigo Ígneo!
ATKMSG_Y_680=¡El {0x0101,0x0000} salvaje ha usado Látigo Ígneo!
ATKMSG_E_680=¡El {0x0101,0x0000} enemigo ha usado Látigo Ígneo!
ATKMSG_N_680=¡El {0x0101,0x0000} dominante ha usado Látigo Ígneo!
ATKMSG_M_681=¡{0x0101,0x0000} ha usado Chulería!
ATKMSG_Y_681=¡El {0x0101,0x0000} salvaje ha usado Chulería!
ATKMSG_E_681=¡El {0x0101,0x0000} enemigo ha usado Chulería!
ATKMSG_N_681=¡El {0x0101,0x0000} dominante ha usado Chulería!
ATKMSG_M_682=¡{0x0101,0x0000} ha usado Llama Final!
ATKMSG_Y_682=¡El {0x0101,0x0000} salvaje ha usado Llama Final!
ATKMSG_E_682=¡El {0x0101,0x0000} enemigo ha usado Llama Final!
ATKMSG_N_682=¡El {0x0101,0x0000} dominante ha usado Llama Final!
ATKMSG_M_683=¡{0x0101,0x0000} ha usado Cambia Velocidad!
ATKMSG_Y_683=¡El {0x0101,0x0000} salvaje ha usado Cambia Velocidad!
ATKMSG_E_683=¡El {0x0101,0x0000} enemigo ha usado Cambia Velocidad!
ATKMSG_N_683=¡El {0x0101,0x0000} dominante ha usado Cambia Velocidad!
ATKMSG_M_684=¡{0x0101,0x0000} ha usado Cuerno Certero!
ATKMSG_Y_684=¡El {0x0101,0x0000} salvaje ha usado Cuerno Certero!
ATKMSG_E_684=¡El {0x0101,0x0000} enemigo ha usado Cuerno Certero!
ATKMSG_N_684=¡El {0x0101,0x0000} dominante ha usado Cuerno Certero!
ATKMSG_M_685=¡{0x0101,0x0000} ha usado Purificación!
ATKMSG_Y_685=¡El {0x0101,0x0000} salvaje ha usado Purificación!
ATKMSG_E_685=¡El {0x0101,0x0000} enemigo ha usado Purificación!
ATKMSG_N_685=¡El {0x0101,0x0000} dominante ha usado Purificación!
ATKMSG_M_686=¡{0x0101,0x0000} ha usado Danza Despertar!
ATKMSG_Y_686=¡El {0x0101,0x0000} salvaje ha usado Danza Despertar!
ATKMSG_E_686=¡El {0x0101,0x0000} enemigo ha usado Danza Despertar!
ATKMSG_N_686=¡El {0x0101,0x0000} dominante ha usado Danza Despertar!
ATKMSG_M_687=¡{0x0101,0x0000} ha usado Núcleo Castigo!
ATKMSG_Y_687=¡El {0x0101,0x0000} salvaje ha usado Núcleo Castigo!
ATKMSG_E_687=¡El {0x0101,0x0000} enemigo ha usado Núcleo Castigo!
ATKMSG_N_687=¡El {0x0101,0x0000} dominante ha usado Núcleo Castigo!
ATKMSG_M_688=¡{0x0101,0x0000} ha usado Patada Tropical!
ATKMSG_Y_688=¡El {0x0101,0x0000} salvaje ha usado Patada Tropical!
ATKMSG_E_688=¡El {0x0101,0x0000} enemigo ha usado Patada Tropical!
ATKMSG_N_688=¡El {0x0101,0x0000} dominante ha usado Patada Tropical!
ATKMSG_M_689=¡{0x0101,0x0000} ha usado Mandato!
ATKMSG_Y_689=¡El {0x0101,0x0000} salvaje ha usado Mandato!
ATKMSG_E_689=¡El {0x0101,0x0000} enemigo ha usado Mandato!
ATKMSG_N_689=¡El {0x0101,0x0000} dominante ha usado Mandato!
ATKMSG_M_690=¡{0x0101,0x0000} ha usado Pico Cañón!
ATKMSG_Y_690=¡El {0x0101,0x0000} salvaje ha usado Pico Cañón!
ATKMSG_E_690=¡El {0x0101,0x0000} enemigo ha usado Pico Cañón!
ATKMSG_N_690=¡El {0x0101,0x0000} dominante ha usado Pico Cañón!
ATKMSG_M_691=¡{0x0101,0x0000} ha usado Fragor Escamas!
ATKMSG_Y_691=¡El {0x0101,0x0000} salvaje ha usado Fragor Escamas!
ATKMSG_E_691=¡El {0x0101,0x0000} enemigo ha usado Fragor Escamas!
ATKMSG_N_691=¡El {0x0101,0x0000} dominante ha usado Fragor Escamas!
ATKMSG_M_692=¡{0x0101,0x0000} ha usado Martillo Dragón!
ATKMSG_Y_692=¡El {0x0101,0x0000} salvaje ha usado Martillo Dragón!
ATKMSG_E_692=¡El {0x0101,0x0000} enemigo ha usado Martillo Dragón!
ATKMSG_N_692=¡El {0x0101,0x0000} dominante ha usado Martillo Dragón!
ATKMSG_M_693=¡{0x0101,0x0000} ha usado Giro Vil!
ATKMSG_Y_693=¡El {0x0101,0x0000} salvaje ha usado Giro Vil!
ATKMSG_E_693=¡El {0x0101,0x0000} enemigo ha usado Giro Vil!
ATKMSG_N_693=¡El {0x0101,0x0000} dominante ha usado Giro Vil!
ATKMSG_M_694=¡{0x0101,0x0000} ha usado Velo Aurora!
ATKMSG_Y_694=¡El {0x0101,0x0000} salvaje ha usado Velo Aurora!
ATKMSG_E_694=¡El {0x0101,0x0000} enemigo ha usado Velo Aurora!
ATKMSG_N_694=¡El {0x0101,0x0000} dominante ha usado Velo Aurora!
ATKMSG_M_695={0xBDFF:0x0ADC}
ATKMSG_Y_695={0xBDFF:0x0ADD}
ATKMSG_E_695={0xBDFF:0x0ADE}
ATKMSG_N_695={0xBDFF:0x0ADF}
ATKMSG_M_696={0xBDFF:0x0AE0}
ATKMSG_Y_696={0xBDFF:0x0AE1}
ATKMSG_E_696={0xBDFF:0x0AE2}
ATKMSG_N_696={0xBDFF:0x0AE3}
ATKMSG_M_697={0xBDFF:0x0AE4}
ATKMSG_Y_697={0xBDFF:0x0AE5}
ATKMSG_E_697={0xBDFF:0x0AE6}
ATKMSG_N_697={0xBDFF:0x0AE7}
ATKMSG_M_698={0xBDFF:0x0AE8}
ATKMSG_Y_698={0xBDFF:0x0AE9}
ATKMSG_E_698={0xBDFF:0x0AEA}
ATKMSG_N_698={0xBDFF:0x0AEB}
ATKMSG_M_699={0xBDFF:0x0AEC}
ATKMSG_Y_699={0xBDFF:0x0AED}
ATKMSG_E_699={0xBDFF:0x0AEE}
ATKMSG_N_699={0xBDFF:0x0AEF}
ATKMSG_M_700={0xBDFF:0x0AF0}
ATKMSG_Y_700={0xBDFF:0x0AF1}
ATKMSG_E_700={0xBDFF:0x0AF2}
ATKMSG_N_700={0xBDFF:0x0AF3}
ATKMSG_M_701={0xBDFF:0x0AF4}
ATKMSG_Y_701={0xBDFF:0x0AF5}
ATKMSG_E_701={0xBDFF:0x0AF6}
ATKMSG_N_701={0xBDFF:0x0AF7}
ATKMSG_M_702={0xBDFF:0x0AF8}
ATKMSG_Y_702={0xBDFF:0x0AF9}
ATKMSG_E_702={0xBDFF:0x0AFA}
ATKMSG_N_702={0xBDFF:0x0AFB}
ATKMSG_M_703={0xBDFF:0x0AFC}
ATKMSG_Y_703={0xBDFF:0x0AFD}
ATKMSG_E_703={0xBDFF:0x0AFE}
ATKMSG_N_703={0xBDFF:0x0AFF}
ATKMSG_M_704=¡{0x0101,0x0000} ha usado Coraza Trampa!
ATKMSG_Y_704=¡El {0x0101,0x0000} salvaje ha usado Coraza Trampa!
ATKMSG_E_704=¡El {0x0101,0x0000} enemigo ha usado Coraza Trampa!
ATKMSG_N_704=¡El {0x0101,0x0000} dominante ha usado Coraza Trampa!
ATKMSG_M_705=¡{0x0101,0x0000} ha usado Cañón Floral!
ATKMSG_Y_705=¡El {0x0101,0x0000} salvaje ha usado Cañón Floral!
ATKMSG_E_705=¡El {0x0101,0x0000} enemigo ha usado Cañón Floral!
ATKMSG_N_705=¡El {0x0101,0x0000} dominante ha usado Cañón Floral!
ATKMSG_M_706=¡{0x0101,0x0000} ha usado Psicocolmillo!
ATKMSG_Y_706=¡El {0x0101,0x0000} salvaje ha usado Psicocolmillo!
ATKMSG_E_706=¡El {0x0101,0x0000} enemigo ha usado Psicocolmillo!
ATKMSG_N_706=¡El {0x0101,0x0000} dominante ha usado Psicocolmillo!
ATKMSG_M_707=¡{0x0101,0x0000} ha usado Pataleta!
ATKMSG_Y_707=¡El {0x0101,0x0000} salvaje ha usado Pataleta!
ATKMSG_E_707=¡El {0x0101,0x0000} enemigo ha usado Pataleta!
ATKMSG_N_707=¡El {0x0101,0x0000} dominante ha usado Pataleta!
ATKMSG_M_708=¡{0x0101,0x0000} ha usado Hueso Sombrío!
ATKMSG_Y_708=¡El {0x0101,0x0000} salvaje ha usado Hueso Sombrío!
ATKMSG_E_708=¡El {0x0101,0x0000} enemigo ha usado Hueso Sombrío!
ATKMSG_N_708=¡El {0x0101,0x0000} dominante ha usado Hueso Sombrío!
ATKMSG_M_709=¡{0x0101,0x0000} ha usado Roca Veloz!
ATKMSG_Y_709=¡El {0x0101,0x0000} salvaje ha usado Roca Veloz!
ATKMSG_E_709=¡El {0x0101,0x0000} enemigo ha usado Roca Veloz!
ATKMSG_N_709=¡El {0x0101,0x0000} dominante ha usado Roca Veloz!
ATKMSG_M_710=¡{0x0101,0x0000} ha usado Hidroariete!
ATKMSG_Y_710=¡El {0x0101,0x0000} salvaje ha usado Hidroariete!
ATKMSG_E_710=¡El {0x0101,0x0000} enemigo ha usado Hidroariete!
ATKMSG_N_710=¡El {0x0101,0x0000} dominante ha usado Hidroariete!
ATKMSG_M_711=¡{0x0101,0x0000} ha usado Láser Prisma!
ATKMSG_Y_711=¡El {0x0101,0x0000} salvaje ha usado Láser Prisma!
ATKMSG_E_711=¡El {0x0101,0x0000} enemigo ha usado Láser Prisma!
ATKMSG_N_711=¡El {0x0101,0x0000} dominante ha usado Láser Prisma!
ATKMSG_M_712=¡{0x0101,0x0000} ha usado Robasombra!
