ATKMSG_M_000=!
ATKMSG_Y_000=!
ATKMSG_E_000=!
ATKMSG_N_000=!
ATKMSG_M_001={0x0101,0x0000} setzt[0x000A]Pfund ein!
ATKMSG_E_618={0x0101,0x0000} (Gegner) setzt[0x000A]Ursprungswoge ein!
ATKMSG_N_618={0x0101,0x0000} (Herrscher) setzt[0x000A]Ursprungswoge ein!
ATKMSG_M_619={0x0101,0x0000} setzt[0x000A]Abgrundsklinge ein!
ATKMSG_Y_619={0x0101,0x0000} (wild) setzt[0x000A]Abgrundsklinge ein!
ATKMSG_E_619={0x0101,0x0000} (Gegner) setzt[0x000A]Abgrundsklinge ein!
ATKMSG_N_619={0x0101,0x0000} (Herrscher) setzt[0x000A]Abgrundsklinge ein!
ATKMSG_M_620={0x0101,0x0000} setzt[0x000A]Zenitstürmer ein!
ATKMSG_Y_620={0x0101,0x0000} (wild) setzt[0x000A]Zenitstürmer ein!
ATKMSG_E_620={0x0101,0x0000} (Gegner) setzt[0x000A]Zenitstürmer ein!
ATKMSG_N_620={0x0101,0x0000} (Herrscher) setzt[0x000A]Zenitstürmer ein!
ATKMSG_M_621={0x0101,0x0000} setzt[0x000A]Dimensionswahn ein!
ATKMSG_Y_621={0x0101,0x0000} (wild) setzt[0x000A]Dimensionswahn ein!
ATKMSG_E_621={0x0101,0x0000} (Gegner) setzt[0x000A]Dimensionswahn ein!
ATKMSG_N_621={0x0101,0x0000} (Herrscher) setzt[0x000A]Dimensionswahn ein!
ATKMSG_M_622={0xBDFF:0x09B8}
ATKMSG_Y_622={0xBDFF:0x09B9}
ATKMSG_E_622={0xBDFF:0x09BA}
ATKMSG_N_622={0xBDFF:0x09BB}
ATKMSG_M_623={0xBDFF:0x09BC}
ATKMSG_Y_623={0xBDFF:0x09BD}
ATKMSG_E_623={0xBDFF:0x09BE}
ATKMSG_N_623={0xBDFF:0x09BF}
ATKMSG_M_624={0xBDFF:0x09C0}
ATKMSG_Y_624={0xBDFF:0x09C1}
ATKMSG_E_624={0xBDFF:0x09C2}
ATKMSG_N_624={0xBDFF:0x09C3}
ATKMSG_M_625={0xBDFF:0x09C4}
ATKMSG_Y_625={0xBDFF:0x09C5}
ATKMSG_E_625={0xBDFF:0x09C6}
ATKMSG_N_625={0xBDFF:0x09C7}
ATKMSG_M_626={0xBDFF:0x09C8}
ATKMSG_Y_626={0xBDFF:0x09C9}
ATKMSG_E_626={0xBDFF:0x09CA}
ATKMSG_N_626={0xBDFF:0x09CB}
ATKMSG_M_627={0xBDFF:0x09CC}
ATKMSG_Y_627={0xBDFF:0x09CD}
ATKMSG_E_627={0xBDFF:0x09CE}
ATKMSG_N_627={0xBDFF:0x09CF}
ATKMSG_M_628={0xBDFF:0x09D0}
ATKMSG_Y_628={0xBDFF:0x09D1}
ATKMSG_E_628={0xBDFF:0x09D2}
ATKMSG_N_628={0xBDFF:0x09D3}
ATKMSG_M_629={0xBDFF:0x09D4}
ATKMSG_Y_629={0xBDFF:0x09D5}
ATKMSG_E_629={0xBDFF:0x09D6}
ATKMSG_N_629={0xBDFF:0x09D7}
ATKMSG_M_630={0xBDFF:0x09D8}
ATKMSG_Y_630={0xBDFF:0x09D9}
ATKMSG_E_630={0xBDFF:0x09DA}
ATKMSG_N_630={0xBDFF:0x09DB}
ATKMSG_M_631={0xBDFF:0x09DC}
ATKMSG_Y_631={0xBDFF:0x09DD}
ATKMSG_E_631={0xBDFF:0x09DE}
ATKMSG_N_631={0xBDFF:0x09DF}
ATKMSG_M_632={0xBDFF:0x09E0}
ATKMSG_Y_632={0xBDFF:0x09E1}
ATKMSG_E_632={0xBDFF:0x09E2}
ATKMSG_N_632={0xBDFF:0x09E3}
ATKMSG_M_633={0xBDFF:0x09E4}
ATKMSG_Y_633={0xBDFF:0x09E5}
ATKMSG_E_633={0xBDFF:0x09E6}
ATKMSG_N_633={0xBDFF:0x09E7}
ATKMSG_M_634={0xBDFF:0x09E8}
ATKMSG_Y_634={0xBDFF:0x09E9}
ATKMSG_E_634={0xBDFF:0x09EA}
ATKMSG_N_634={0xBDFF:0x09EB}
ATKMSG_M_635={0xBDFF:0x09EC}
ATKMSG_Y_635={0xBDFF:0x09ED}
ATKMSG_E_635={0xBDFF:0x09EE}
ATKMSG_N_635={0xBDFF:0x09EF}
ATKMSG_M_636={0xBDFF:0x09F0}
ATKMSG_Y_636={0xBDFF:0x09F1}
ATKMSG_E_636={0xBDFF:0x09F2}
ATKMSG_N_636={0xBDFF:0x09F3}
ATKMSG_M_637={0xBDFF:0x09F4}
ATKMSG_Y_637={0xBDFF:0x09F5}
ATKMSG_E_637={0xBDFF:0x09F6}
ATKMSG_N_637={0xBDFF:0x09F7}
ATKMSG_M_638={0xBDFF:0x09F8}
ATKMSG_Y_638={0xBDFF:0x09F9}
ATKMSG_E_638={0xBDFF:0x09FA}
ATKMSG_N_638={0xBDFF:0x09FB}
ATKMSG_M_639={0xBDFF:0x09FC}
ATKMSG_Y_639={0xBDFF:0x09FD}
ATKMSG_E_639={0xBDFF:0x09FE}
ATKMSG_N_639={0xBDFF:0x09FF}
ATKMSG_M_640={0xBDFF:0x0A00}
ATKMSG_Y_640={0xBDFF:0x0A01}
ATKMSG_E_640={0xBDFF:0x0A02}
ATKMSG_N_640={0xBDFF:0x0A03}
ATKMSG_M_641={0xBDFF:0x0A04}
ATKMSG_Y_641={0xBDFF:0x0A05}
ATKMSG_E_641={0xBDFF:0x0A06}
ATKMSG_N_641={0xBDFF:0x0A07}
ATKMSG_M_642={0xBDFF:0x0A08}
ATKMSG_Y_642={0xBDFF:0x0A09}
ATKMSG_E_642={0xBDFF:0x0A0A}
ATKMSG_N_642={0xBDFF:0x0A0B}
ATKMSG_M_643={0xBDFF:0x0A0C}
ATKMSG_Y_643={0xBDFF:0x0A0D}
ATKMSG_E_643={0xBDFF:0x0A0E}
ATKMSG_N_643={0xBDFF:0x0A0F}
ATKMSG_M_644={0xBDFF:0x0A10}
ATKMSG_Y_644={0xBDFF:0x0A11}
ATKMSG_E_644={0xBDFF:0x0A12}
ATKMSG_N_644={0xBDFF:0x0A13}
ATKMSG_M_645={0xBDFF:0x0A14}
ATKMSG_Y_645={0xBDFF:0x0A15}
ATKMSG_E_645={0xBDFF:0x0A16}
ATKMSG_N_645={0xBDFF:0x0A17}
ATKMSG_M_646={0xBDFF:0x0A18}
ATKMSG_Y_646={0xBDFF:0x0A19}
ATKMSG_E_646={0xBDFF:0x0A1A}
ATKMSG_N_646={0xBDFF:0x0A1B}
ATKMSG_M_647={0xBDFF:0x0A1C}
ATKMSG_Y_647={0xBDFF:0x0A1D}
ATKMSG_E_647={0xBDFF:0x0A1E}
ATKMSG_N_647={0xBDFF:0x0A1F}
ATKMSG_M_648={0xBDFF:0x0A20}
ATKMSG_Y_648={0xBDFF:0x0A21}
ATKMSG_E_648={0xBDFF:0x0A22}
ATKMSG_N_648={0xBDFF:0x0A23}
ATKMSG_M_649={0xBDFF:0x0A24}
ATKMSG_Y_649={0xBDFF:0x0A25}
ATKMSG_E_649={0xBDFF:0x0A26}
ATKMSG_N_649={0xBDFF:0x0A27}
ATKMSG_M_650={0xBDFF:0x0A28}
ATKMSG_Y_650={0xBDFF:0x0A29}
ATKMSG_E_650={0xBDFF:0x0A2A}
ATKMSG_N_650={0xBDFF:0x0A2B}
ATKMSG_M_651={0xBDFF:0x0A2C}
ATKMSG_Y_651={0xBDFF:0x0A2D}
ATKMSG_E_651={0xBDFF:0x0A2E}
ATKMSG_N_651={0xBDFF:0x0A2F}
ATKMSG_M_652={0xBDFF:0x0A30}
ATKMSG_Y_652={0xBDFF:0x0A31}
ATKMSG_E_652={0xBDFF:0x0A32}
ATKMSG_N_652={0xBDFF:0x0A33}
ATKMSG_M_653={0xBDFF:0x0A34}
ATKMSG_Y_653={0xBDFF:0x0A35}
ATKMSG_E_653={0xBDFF:0x0A36}
ATKMSG_N_653={0xBDFF:0x0A37}
ATKMSG_M_654={0xBDFF:0x0A38}
ATKMSG_Y_654={0xBDFF:0x0A39}
ATKMSG_E_654={0xBDFF:0x0A3A}
ATKMSG_N_654={0xBDFF:0x0A3B}
ATKMSG_M_655={0xBDFF:0x0A3C}
ATKMSG_Y_655={0xBDFF:0x0A3D}
ATKMSG_E_655={0xBDFF:0x0A3E}
ATKMSG_N_655={0xBDFF:0x0A3F}
ATKMSG_M_656={0xBDFF:0x0A40}
ATKMSG_Y_656={0xBDFF:0x0A41}
ATKMSG_E_656={0xBDFF:0x0A42}
ATKMSG_N_656={0xBDFF:0x0A43}
ATKMSG_M_657={0xBDFF:0x0A44}
ATKMSG_Y_657={0xBDFF:0x0A45}
ATKMSG_E_657={0xBDFF:0x0A46}
ATKMSG_N_657={0xBDFF:0x0A47}
ATKMSG_M_658={0xBDFF:0x0A48}
ATKMSG_Y_658={0xBDFF:0x0A49}
ATKMSG_E_658={0xBDFF:0x0A4A}
ATKMSG_N_658={0xBDFF:0x0A4B}
ATKMSG_M_659={0x0101,0x0000} setzt[0x000A]Sandsammler ein!
ATKMSG_Y_659={0x0101,0x0000} (wild) setzt[0x000A]Sandsammler ein!
ATKMSG_E_659={0x0101,0x0000} (Gegner) setzt[0x000A]Sandsammler ein!
ATKMSG_N_659={0x0101,0x0000} (Herrscher) setzt[0x000A]Sandsammler ein!
ATKMSG_M_660={0x0101,0x0000} setzt[0x000A]Überrumpler ein!
ATKMSG_Y_660={0x0101,0x0000} (wild) setzt[0x000A]Überrumpler ein!
ATKMSG_E_660={0x0101,0x0000} (Gegner) setzt[0x000A]Überrumpler ein!
ATKMSG_N_660={0x0101,0x0000} (Herrscher) setzt[0x000A]Überrumpler ein!
ATKMSG_M_661={0x0101,0x0000} setzt[0x000A]Bunker ein!
ATKMSG_Y_661={0x0101,0x0000} (wild) setzt[0x000A]Bunker ein!
ATKMSG_E_661={0x0101,0x0000} (Gegner) setzt[0x000A]Bunker ein!
ATKMSG_N_661={0x0101,0x0000} (Herrscher) setzt[0x000A]Bunker ein!
ATKMSG_M_662={0x0101,0x0000} setzt[0x000A]Schattenfessel ein!
ATKMSG_Y_662={0x0101,0x0000} (wild) setzt[0x000A]Schattenfessel ein!
ATKMSG_E_662={0x0101,0x0000} (Gegner) setzt[0x000A]Schattenfessel ein!
ATKMSG_N_662={0x0101,0x0000} (Herrscher) setzt[0x000A]Schattenfessel ein!
ATKMSG_M_663={0x0101,0x0000} setzt[0x000A]Dark Lariat ein!
ATKMSG_Y_663={0x0101,0x0000} (wild) setzt[0x000A]Dark Lariat ein!
ATKMSG_E_663={0x0101,0x0000} (Gegner) setzt[0x000A]Dark Lariat ein!
ATKMSG_N_663={0x0101,0x0000} (Herrscher) setzt[0x000A]Dark Lariat ein!
ATKMSG_M_664={0x0101,0x0000} setzt[0x000A]Schaumserenade ein!
ATKMSG_Y_664={0x0101,0x0000} (wild) setzt[0x000A]Schaumserenade ein!
ATKMSG_E_664={0x0101,0x0000} (Gegner) setzt[0x000A]Schaumserenade ein!
ATKMSG_N_664={0x0101,0x0000} (Herrscher) setzt[0x000A]Schaumserenade ein!
ATKMSG_M_665={0x0101,0x0000} setzt[0x000A]Eishammer ein!
ATKMSG_Y_665={0x0101,0x0000} (wild) setzt[0x000A]Eishammer ein!
ATKMSG_E_665={0x0101,0x0000} (Gegner) setzt[0x000A]Eishammer ein!
ATKMSG_N_665={0x0101,0x0000} (Herrscher) setzt[0x000A]Eishammer ein!
ATKMSG_M_666={0x0101,0x0000} setzt[0x000A]Florakur ein!
ATKMSG_Y_666={0x0101,0x0000} (wild) setzt[0x000A]Florakur ein!
ATKMSG_E_666={0x0101,0x0000} (Gegner) setzt[0x000A]Florakur ein!
ATKMSG_N_666={0x0101,0x0000} (Herrscher) setzt[0x000A]Florakur ein!
ATKMSG_M_667={0x0101,0x0000} setzt[0x000A]Pferdestärke ein!
ATKMSG_Y_667={0x0101,0x0000} (wild) setzt[0x000A]Pferdestärke ein!
ATKMSG_E_667={0x0101,0x0000} (Gegner) setzt[0x000A]Pferdestärke ein!
ATKMSG_N_667={0x0101,0x0000} (Herrscher) setzt[0x000A]Pferdestärke ein!
ATKMSG_M_668={0x0101,0x0000} setzt[0x000A]Kraftabsorber ein!
ATKMSG_Y_668={0x0101,0x0000} (wild) setzt[0x000A]Kraftabsorber ein!
ATKMSG_E_668={0x0101,0x0000} (Gegner) setzt[0x000A]Kraftabsorber ein!
ATKMSG_N_668={0x0101,0x0000} (Herrscher) setzt[0x000A]Kraftabsorber ein!
ATKMSG_M_669={0x0101,0x0000} setzt[0x000A]Solarklinge ein!
ATKMSG_Y_669={0x0101,0x0000} (wild) setzt[0x000A]Solarklinge ein!
ATKMSG_E_669={0x0101,0x0000} (Gegner) setzt[0x000A]Solarklinge ein!
ATKMSG_N_669={0x0101,0x0000} (Herrscher) setzt[0x000A]Solarklinge ein!
ATKMSG_M_670={0x0101,0x0000} setzt[0x000A]Blattwerk ein!
ATKMSG_Y_670={0x0101,0x0000} (wild) setzt[0x000A]Blattwerk ein!
ATKMSG_E_670={0x0101,0x0000} (Gegner) setzt[0x000A]Blattwerk ein!
ATKMSG_N_670={0x0101,0x0000} (Herrscher) setzt[0x000A]Blattwerk ein!
ATKMSG_M_671={0x0101,0x0000} setzt[0x000A]Rampenlicht ein!
ATKMSG_Y_671={0x0101,0x0000} (wild) setzt[0x000A]Rampenlicht ein!
ATKMSG_E_671={0x0101,0x0000} (Gegner) setzt[0x000A]Rampenlicht ein!
ATKMSG_N_671={0x0101,0x0000} (Herrscher) setzt[0x000A]Rampenlicht ein!
ATKMSG_M_672={0x0101,0x0000} setzt[0x000A]Giftfaden ein!
ATKMSG_Y_672={0x0101,0x0000} (wild) setzt[0x000A]Giftfaden ein!
ATKMSG_E_672={0x0101,0x0000} (Gegner) setzt[0x000A]Giftfaden ein!
ATKMSG_N_672={0x0101,0x0000} (Herrscher) setzt[0x000A]Giftfaden ein!
ATKMSG_M_673={0x0101,0x0000} setzt[0x000A]Konzentration ein!
ATKMSG_Y_673={0x0101,0x0000} (wild) setzt[0x000A]Konzentration ein!
ATKMSG_E_673={0x0101,0x0000} (Gegner) setzt[0x000A]Konzentration ein!
ATKMSG_N_673={0x0101,0x0000} (Herrscher) setzt[0x000A]Konzentration ein!
ATKMSG_M_674={0x0101,0x0000} setzt[0x000A]Hilfsmechanik ein!
ATKMSG_Y_674={0x0101,0x0000} (wild) setzt[0x000A]Hilfsmechanik ein!
ATKMSG_E_674={0x0101,0x0000} (Gegner) setzt[0x000A]Hilfsmechanik ein!
ATKMSG_N_674={0x0101,0x0000} (Herrscher) setzt[0x000A]Hilfsmechanik ein!
ATKMSG_M_675={0x0101,0x0000} setzt[0x000A]Neck Strike ein!
ATKMSG_Y_675={0x0101,0x0000} (wild) setzt[0x000A]Neck Strike ein!
ATKMSG_E_675={0x0101,0x0000} (Gegner) setzt[0x000A]Neck Strike ein!
ATKMSG_N_675={0x0101,0x0000} (Herrscher) setzt[0x000A]Neck Strike ein!
ATKMSG_M_676={0x0101,0x0000} setzt[0x000A]Pollenknödel ein!
ATKMSG_Y_676={0x0101,0x0000} (wild) setzt[0x000A]Pollenknödel ein!
ATKMSG_E_676={0x0101,0x0000} (Gegner) setzt[0x000A]Pollenknödel ein!
ATKMSG_N_676={0x0101,0x0000} (Herrscher) setzt[0x000A]Pollenknödel ein!
ATKMSG_M_677={0x0101,0x0000} setzt[0x000A]Ankerschuss ein!
ATKMSG_Y_677={0x0101,0x0000} (wild) setzt[0x000A]Ankerschuss ein!
ATKMSG_E_677={0x0101,0x0000} (Gegner) setzt[0x000A]Ankerschuss ein!
ATKMSG_N_677={0x0101,0x0000} (Herrscher) setzt[0x000A]Ankerschuss ein!
ATKMSG_M_678={0x0101,0x0000} setzt[0x000A]Psychofeld ein!
ATKMSG_Y_678={0x0101,0x0000} (wild) setzt[0x000A]Psychofeld ein!
ATKMSG_E_678={0x0101,0x0000} (Gegner) setzt[0x000A]Psychofeld ein!
ATKMSG_N_678={0x0101,0x0000} (Herrscher) setzt[0x000A]Psychofeld ein!
ATKMSG_M_679={0x0101,0x0000} setzt[0x000A]Anfallen ein!
ATKMSG_Y_679={0x0101,0x0000} (wild) setzt[0x000A]Anfallen ein!
ATKMSG_E_679={0x0101,0x0000} (Gegner) setzt[0x000A]Anfallen ein!
ATKMSG_N_679={0x0101,0x0000} (Herrscher) setzt[0x000A]Anfallen ein!
ATKMSG_M_680={0x0101,0x0000} setzt[0x000A]Feuerpeitsche ein!
ATKMSG_Y_680={0x0101,0x0000} (wild) setzt[0x000A]Feuerpeitsche ein!
ATKMSG_E_680={0x0101,0x0000} (Gegner) setzt[0x000A]Feuerpeitsche ein!
ATKMSG_N_680={0x0101,0x0000} (Herrscher) setzt[0x000A]Feuerpeitsche ein!
ATKMSG_M_681={0x0101,0x0000} setzt[0x000A]Überheblichkeit ein!
ATKMSG_Y_681={0x0101,0x0000} (wild) setzt[0x000A]Überheblichkeit ein!
ATKMSG_E_681={0x0101,0x0000} (Gegner) setzt[0x000A]Überheblichkeit ein!
ATKMSG_N_681={0x0101,0x0000} (Herrscher) setzt[0x000A]Überheblichkeit ein!
ATKMSG_M_682={0x0101,0x0000} setzt[0x000A]Ausbrennen ein!
ATKMSG_Y_682={0x0101,0x0000} (wild) setzt[0x000A]Ausbrennen ein!
ATKMSG_E_682={0x0101,0x0000} (Gegner) setzt[0x000A]Ausbrennen ein!
ATKMSG_N_682={0x0101,0x0000} (Herrscher) setzt[0x000A]Ausbrennen ein!
ATKMSG_M_683={0x0101,0x0000} setzt[0x000A]Initiativetausch ein!
ATKMSG_Y_683={0x0101,0x0000} (wild) setzt[0x000A]Initiativetausch ein!
ATKMSG_E_683={0x0101,0x0000} (Gegner) setzt[0x000A]Initiativetausch ein!
ATKMSG_N_683={0x0101,0x0000} (Herrscher) setzt[0x000A]Initiativetausch ein!
ATKMSG_M_684={0x0101,0x0000} setzt[0x000A]Schmalhorn ein!
ATKMSG_Y_684={0x0101,0x0000} (wild) setzt[0x000A]Schmalhorn ein!
ATKMSG_E_684={0x0101,0x0000} (Gegner) setzt[0x000A]Schmalhorn ein!
ATKMSG_N_684={0x0101,0x0000} (Herrscher) setzt[0x000A]Schmalhorn ein!
ATKMSG_M_685={0x0101,0x0000} setzt[0x000A]Läuterung ein!
ATKMSG_Y_685={0x0101,0x0000} (wild) setzt[0x000A]Läuterung ein!
ATKMSG_E_685={0x0101,0x0000} (Gegner) setzt[0x000A]Läuterung ein!
ATKMSG_N_685={0x0101,0x0000} (Herrscher) setzt[0x000A]Läuterung ein!
ATKMSG_M_686={0x0101,0x0000} setzt[0x000A]Wecktanz ein!
ATKMSG_Y_686={0x0101,0x0000} (wild) setzt[0x000A]Wecktanz ein!
ATKMSG_E_686={0x0101,0x0000} (Gegner) setzt[0x000A]Wecktanz ein!
ATKMSG_N_686={0x0101,0x0000} (Herrscher) setzt[0x000A]Wecktanz ein!
ATKMSG_M_687={0x0101,0x0000} setzt[0x000A]Sanktionskern ein!
ATKMSG_Y_687={0x0101,0x0000} (wild) setzt[0x000A]Sanktionskern ein!
ATKMSG_E_687={0x0101,0x0000} (Gegner) setzt[0x000A]Sanktionskern ein!
ATKMSG_N_687={0x0101,0x0000} (Herrscher) setzt[0x000A]Sanktionskern ein!
ATKMSG_M_688={0x0101,0x0000} setzt[0x000A]Tropenkick ein!
ATKMSG_Y_688={0x0101,0x0000} (wild) setzt[0x000A]Tropenkick ein!
ATKMSG_E_688={0x0101,0x0000} (Gegner) setzt[0x000A]Tropenkick ein!
ATKMSG_N_688={0x0101,0x0000} (Herrscher) setzt[0x000A]Tropenkick ein!
ATKMSG_M_689={0x0101,0x0000} setzt[0x000A]Kommando ein!
ATKMSG_Y_689={0x0101,0x0000} (wild) setzt[0x000A]Kommando ein!
ATKMSG_E_689={0x0101,0x0000} (Gegner) setzt[0x000A]Kommando ein!
ATKMSG_N_689={0x0101,0x0000} (Herrscher) setzt[0x000A]Kommando ein!
ATKMSG_M_690={0x0101,0x0000} setzt[0x000A]Schnabelkanone ein!
ATKMSG_Y_690={0x0101,0x0000} (wild) setzt[0x000A]Schnabelkanone ein!
ATKMSG_E_690={0x0101,0x0000} (Gegner) setzt[0x000A]Schnabelkanone ein!
ATKMSG_N_690={0x0101,0x0000} (Herrscher) setzt[0x000A]Schnabelkanone ein!
ATKMSG_M_691={0x0101,0x0000} setzt[0x000A]Schuppenrasseln ein!
ATKMSG_Y_691={0x0101,0x0000} (wild) setzt[0x000A]Schuppenrasseln ein!
ATKMSG_E_691={0x0101,0x0000} (Gegner) setzt[0x000A]Schuppenrasseln ein!
ATKMSG_N_691={0x0101,0x0000} (Herrscher) setzt[0x000A]Schuppenrasseln ein!
ATKMSG_M_692={0x0101,0x0000} setzt[0x000A]Drachenhammer ein!
ATKMSG_Y_692={0x0101,0x0000} (wild) setzt[0x000A]Drachenhammer ein!
ATKMSG_E_692={0x0101,0x0000} (Gegner) setzt[0x000A]Drachenhammer ein!
ATKMSG_N_692={0x0101,0x0000} (Herrscher) setzt[0x000A]Drachenhammer ein!
ATKMSG_M_693={0x0101,0x0000} setzt[0x000A]Wirbler ein!
ATKMSG_Y_693={0x0101,0x0000} (wild) setzt[0x000A]Wirbler ein!
ATKMSG_E_693={0x0101,0x0000} (Gegner) setzt[0x000A]Wirbler ein!
ATKMSG_N_693={0x0101,0x0000} (Herrscher) setzt[0x000A]Wirbler ein!
ATKMSG_M_694={0x0101,0x0000} setzt[0x000A]Auroraschleier ein!
ATKMSG_Y_694={0x0101,0x0000} (wild) setzt[0x000A]Auroraschleier ein!
ATKMSG_E_694={0x0101,0x0000} (Gegner) setzt[0x000A]Auroraschleier ein!
ATKMSG_N_694={0x0101,0x0000} (Herrscher) setzt[0x000A]Auroraschleier ein!
ATKMSG_M_695={0xBDFF:0x0ADC}
ATKMSG_Y_695={0xBDFF:0x0ADD}
ATKMSG_E_695={0xBDFF:0x0ADE}
ATKMSG_N_695={0xBDFF:0x0ADF}
ATKMSG_M_696={0xBDFF:0x0AE0}
ATKMSG_Y_696={0xBDFF:0x0AE1}
ATKMSG_E_696={0xBDFF:0x0AE2}
ATKMSG_N_696={0xBDFF:0x0AE3}
ATKMSG_M_697={0xBDFF:0x0AE4}
ATKMSG_Y_697={0xBDFF:0x0AE5}
ATKMSG_E_697={0xBDFF:0x0AE6}
ATKMSG_N_697={0xBDFF:0x0AE7}
ATKMSG_M_698={0xBDFF:0x0AE8}
ATKMSG_Y_698={0xBDFF:0x0AE9}
ATKMSG_E_698={0xBDFF:0x0AEA}
ATKMSG_N_698={0xBDFF:0x0AEB}
ATKMSG_M_699={0xBDFF:0x0AEC}
ATKMSG_Y_699={0xBDFF:0x0AED}
ATKMSG_E_699={0xBDFF:0x0AEE}
ATKMSG_N_699={0xBDFF:0x0AEF}
ATKMSG_M_700={0xBDFF:0x0AF0}
ATKMSG_Y_700={0xBDFF:0x0AF1}
ATKMSG_E_700={0xBDFF:0x0AF2}
ATKMSG_N_700={0xBDFF:0x0AF3}
ATKMSG_M_701={0xBDFF:0x0AF4}
ATKMSG_Y_701={0xBDFF:0x0AF5}
ATKMSG_E_701={0xBDFF:0x0AF6}
ATKMSG_N_701={0xBDFF:0x0AF7}
ATKMSG_M_702={0xBDFF:0x0AF8}
ATKMSG_Y_702={0xBDFF:0x0AF9}
ATKMSG_E_702={0xBDFF:0x0AFA}
ATKMSG_N_702={0xBDFF:0x0AFB}
ATKMSG_M_703={0xBDFF:0x0AFC}
ATKMSG_Y_703={0xBDFF:0x0AFD}
ATKMSG_E_703={0xBDFF:0x0AFE}
ATKMSG_N_703={0xBDFF:0x0AFF}
ATKMSG_M_704={0x0101,0x0000} setzt[0x000A]Panzerfalle ein!
ATKMSG_Y_704={0x0101,0x0000} (wild) setzt[0x000A]Panzerfalle ein!
ATKMSG_E_704={0x0101,0x0000} (Gegner) setzt[0x000A]Panzerfalle ein!
ATKMSG_N_704={0x0101,0x0000} (Herrscher) setzt[0x000A]Panzerfalle ein!
ATKMSG_M_705={0x0101,0x0000} setzt[0x000A]Kanonenbouquet ein!
ATKMSG_Y_705={0x0101,0x0000} (wild) setzt[0x000A]Kanonenbouquet ein!
ATKMSG_E_705={0x0101,0x0000} (Gegner) setzt[0x000A]Kanonenbouquet ein!
ATKMSG_N_705={0x0101,0x0000} (Herrscher) setzt[0x000A]Kanonenbouquet ein!
ATKMSG_M_706={0x0101,0x0000} setzt[0x000A]Psychobeißer ein!
ATKMSG_Y_706={0x0101,0x0000} (wild) setzt[0x000A]Psychobeißer ein!
ATKMSG_E_706={0x0101,0x0000} (Gegner) setzt[0x000A]Psychobeißer ein!
ATKMSG_N_706={0x0101,0x0000} (Herrscher) setzt[0x000A]Psychobeißer ein!
ATKMSG_M_707={0x0101,0x0000} setzt[0x000A]Fruststampfer ein!
ATKMSG_Y_707={0x0101,0x0000} (wild) setzt[0x000A]Fruststampfer ein!
ATKMSG_E_707={0x0101,0x0000} (Gegner) setzt[0x000A]Fruststampfer ein!
ATKMSG_N_707={0x0101,0x0000} (Herrscher) setzt[0x000A]Fruststampfer ein!
ATKMSG_M_708={0x0101,0x0000} setzt[0x000A]Schattenknochen ein!
ATKMSG_Y_708={0x0101,0x0000} (wild) setzt[0x000A]Schattenknochen ein!
ATKMSG_E_708={0x0101,0x0000} (Gegner) setzt[0x000A]Schattenknochen ein!
ATKMSG_N_708={0x0101,0x0000} (Herrscher) setzt[0x000A]Schattenknochen ein!
ATKMSG_M_709={0x0101,0x0000} setzt[0x000A]Turbofelsen ein!
ATKMSG_Y_709={0x0101,0x0000} (wild) setzt[0x000A]Turbofelsen ein!
ATKMSG_E_709={0x0101,0x0000} (Gegner) setzt[0x000A]Turbofelsen ein!
ATKMSG_N_709={0x0101,0x0000} (Herrscher) setzt[0x000A]Turbofelsen ein!
ATKMSG_M_710={0x0101,0x0000} setzt[0x000A]Aquadurchstoß ein!
ATKMSG_Y_710={0x0101,0x0000} (wild) setzt[0x000A]Aquadurchstoß ein!
ATKMSG_E_710={0x0101,0x0000} (Gegner) setzt[0x000A]Aquadurchstoß ein!
ATKMSG_N_710={0x0101,0x0000} (Herrscher) setzt[0x000A]Aquadurchstoß ein!
ATKMSG_M_711={0x0101,0x0000} setzt[0x000A]Prisma-Laser ein!
ATKMSG_Y_711={0x0101,0x0000} (wild) setzt[0x000A]Prisma-Laser ein!
ATKMSG_E_711={0x0101,0x0000} (Gegner) setzt[0x000A]Prisma-Laser ein!
ATKMSG_N_711={0x0101,0x0000} (Herrscher) setzt[0x000A]Prisma-Laser ein!
ATKMSG_M_712={0x0101,0x0000} setzt[0x000A]Diebesschatten ein!
ATKMSG_Y_712={0x0101,0x0000} (wild) setzt[0x000A]Diebesschatten ein!
ATKMSG_E_712={0x0101,0x0000} (Gegner) setzt[0x000A]Diebesschatten ein!
ATKMSG_N_712={0x0101,0x0000} (Herrscher) setzt[0x000A]Diebesschatten ein!
ATKMSG_M_713={0x0101,0x0000} setzt[0x000A]Stahlgestirn ein!
ATKMSG_Y_713={0x0101,0x0000} (wild) setzt[0x000A]Stahlgestirn ein!
ATKMSG_E_713={0x0101,0x0000} (Gegner) setzt[0x000A]Stahlgestirn ein!
ATKMSG_N_713={0x0101,0x0000} (Herrscher) setzt[0x000A]Stahlgestirn ein!
ATKMSG_M_714={0x0101,0x0000} setzt[0x000A]Schattenstrahl ein!
ATKMSG_Y_714={0x0101,0x0000} (wild) setzt[0x000A]Schattenstrahl ein!
ATKMSG_E_714={0x0101,0x0000} (Gegner) setzt[0x000A]Schattenstrahl ein!
ATKMSG_N_714={0x0101,0x0000} (Herrscher) setzt[0x000A]Schattenstrahl ein!
