ATKMSG_Z_M_000=!
ATKMSG_Z_Y_000=!
ATKMSG_Z_E_000=!
ATKMSG_Z_N_000=!
ATKMSG_Z_M_001={0x0101,0x0000} setzt[0x000A]Z-Pfund ein!
ATKMSG_Z_Y_649={0x0101,0x0000} (wild) setzt die Z-Attacke[0x000A]Psycho-Schmetterschlag ein!
ATKMSG_Z_E_649={0x0101,0x0000} (Gegner) setzt die Z-Attacke[0x000A]Psycho-Schmetterschlag ein!
ATKMSG_Z_N_649={0x0101,0x0000} (Herrscher) setzt die Z-Attacke[0x000A]Psycho-Schmetterschlag ein!
ATKMSG_Z_M_650={0x0101,0x0000} setzt die Z-Attacke[0x000A]Tobender Geofrost ein!
ATKMSG_Z_Y_650={0x0101,0x0000} (wild) setzt die Z-Attacke[0x000A]Tobender Geofrost ein!
ATKMSG_Z_E_650={0x0101,0x0000} (Gegner) setzt die Z-Attacke[0x000A]Tobender Geofrost ein!
ATKMSG_Z_N_650={0x0101,0x0000} (Herrscher) setzt die Z-Attacke[0x000A]Tobender Geofrost ein!
ATKMSG_Z_M_651={0x0101,0x0000} setzt die Z-Attacke[0x000A]Tobender Geofrost ein!
ATKMSG_Z_Y_651={0x0101,0x0000} (wild) setzt die Z-Attacke[0x000A]Tobender Geofrost ein!
ATKMSG_Z_E_651={0x0101,0x0000} (Gegner) setzt die Z-Attacke[0x000A]Tobender Geofrost ein!
ATKMSG_Z_N_651={0x0101,0x0000} (Herrscher) setzt die Z-Attacke[0x000A]Tobender Geofrost ein!
ATKMSG_Z_M_652={0x0101,0x0000} setzt die Z-Attacke[0x000A]Drastisches Drachendröhnen ein!
ATKMSG_Z_Y_652={0x0101,0x0000} (wild) setzt die Z-Attacke[0x000A]Drastisches Drachendröhnen ein!
ATKMSG_Z_E_652={0x0101,0x0000} (Gegner) setzt die Z-Attacke[0x000A]Drastisches Drachendröhnen ein!
ATKMSG_Z_N_652={0x0101,0x0000} (Herrscher) setzt die Z-Attacke[0x000A]Drastisches Drachendröhnen ein!
ATKMSG_Z_M_653={0x0101,0x0000} setzt die Z-Attacke[0x000A]Drastisches Drachendröhnen ein!
ATKMSG_Z_Y_653={0x0101,0x0000} (wild) setzt die Z-Attacke[0x000A]Drastisches Drachendröhnen ein!
ATKMSG_Z_E_653={0x0101,0x0000} (Gegner) setzt die Z-Attacke[0x000A]Drastisches Drachendröhnen ein!
ATKMSG_Z_N_653={0x0101,0x0000} (Herrscher) setzt die Z-Attacke[0x000A]Drastisches Drachendröhnen ein!
ATKMSG_Z_M_654={0x0101,0x0000} setzt die Z-Attacke[0x000A]Schwarzes Loch des Grauens ein!
ATKMSG_Z_Y_654={0x0101,0x0000} (wild) setzt die Z-Attacke[0x000A]Schwarzes Loch des Grauens ein!
ATKMSG_Z_E_654={0x0101,0x0000} (Gegner) setzt die Z-Attacke[0x000A]Schwarzes Loch des Grauens ein!
ATKMSG_Z_N_654={0x0101,0x0000} (Herrscher) setzt die Z-Attacke[0x000A]Schwarzes Loch des Grauens ein!
ATKMSG_Z_M_655={0x0101,0x0000} setzt die Z-Attacke[0x000A]Schwarzes Loch des Grauens ein!
ATKMSG_Z_Y_655={0x0101,0x0000} (wild) setzt die Z-Attacke[0x000A]Schwarzes Loch des Grauens ein!
ATKMSG_Z_E_655={0x0101,0x0000} (Gegner) setzt die Z-Attacke[0x000A]Schwarzes Loch des Grauens ein!
ATKMSG_Z_N_655={0x0101,0x0000} (Herrscher) setzt die Z-Attacke[0x000A]Schwarzes Loch des Grauens ein!
ATKMSG_Z_M_656={0x0101,0x0000} setzt die Z-Attacke[0x000A]Entzückender Sternenstoß ein!
ATKMSG_Z_Y_656={0x0101,0x0000} (wild) setzt die Z-Attacke[0x000A]Entzückender Sternenstoß ein!
ATKMSG_Z_E_656={0x0101,0x0000} (Gegner) setzt die Z-Attacke[0x000A]Entzückender Sternenstoß ein!
ATKMSG_Z_N_656={0x0101,0x0000} (Herrscher) setzt die Z-Attacke[0x000A]Entzückender Sternenstoß ein!
ATKMSG_Z_M_657={0x0101,0x0000} setzt die Z-Attacke[0x000A]Entzückender Sternenstoß ein!
ATKMSG_Z_Y_657={0x0101,0x0000} (wild) setzt die Z-Attacke[0x000A]Entzückender Sternenstoß ein!
ATKMSG_Z_E_657={0x0101,0x0000} (Gegner) setzt die Z-Attacke[0x000A]Entzückender Sternenstoß ein!
ATKMSG_Z_N_657={0x0101,0x0000} (Herrscher) setzt die Z-Attacke[0x000A]Entzückender Sternenstoß ein!
ATKMSG_Z_M_658={0x0101,0x0000} setzt die Z-Attacke[0x000A]Perfektes Pika-Projektil ein!
ATKMSG_Z_Y_658={0x0101,0x0000} (wild) setzt die Z-Attacke[0x000A]Perfektes Pika-Projektil ein!
ATKMSG_Z_E_658={0x0101,0x0000} (Gegner) setzt die Z-Attacke[0x000A]Perfektes Pika-Projektil ein!
ATKMSG_Z_N_658={0x0101,0x0000} (Herrscher) setzt die Z-Attacke[0x000A]Perfektes Pika-Projektil ein!
ATKMSG_Z_M_659={0x0101,0x0000} setzt[0x000A]Z-Sandsammler ein!
ATKMSG_Z_Y_659={0x0101,0x0000} (wild) setzt[0x000A]Z-Sandsammler ein!
ATKMSG_Z_E_659={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Sandsammler ein!
ATKMSG_Z_N_659={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Sandsammler ein!
ATKMSG_Z_M_660={0x0101,0x0000} setzt[0x000A]Z-Überrumpler ein!
ATKMSG_Z_Y_660={0x0101,0x0000} (wild) setzt[0x000A]Z-Überrumpler ein!
ATKMSG_Z_E_660={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Überrumpler ein!
ATKMSG_Z_N_660={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Überrumpler ein!
ATKMSG_Z_M_661={0x0101,0x0000} setzt[0x000A]Z-Bunker ein!
ATKMSG_Z_Y_661={0x0101,0x0000} (wild) setzt[0x000A]Z-Bunker ein!
ATKMSG_Z_E_661={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Bunker ein!
ATKMSG_Z_N_661={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Bunker ein!
ATKMSG_Z_M_662={0x0101,0x0000} setzt[0x000A]Z-Schattenfessel ein!
ATKMSG_Z_Y_662={0x0101,0x0000} (wild) setzt[0x000A]Z-Schattenfessel ein!
ATKMSG_Z_E_662={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Schattenfessel ein!
ATKMSG_Z_N_662={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Schattenfessel ein!
ATKMSG_Z_M_663={0x0101,0x0000} setzt[0x000A]Z-Dark Lariat ein!
ATKMSG_Z_Y_663={0x0101,0x0000} (wild) setzt[0x000A]Z-Dark Lariat ein!
ATKMSG_Z_E_663={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Dark Lariat ein!
ATKMSG_Z_N_663={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Dark Lariat ein!
ATKMSG_Z_M_664={0x0101,0x0000} setzt[0x000A]Z-Schaumserenade ein!
ATKMSG_Z_Y_664={0x0101,0x0000} (wild) setzt[0x000A]Z-Schaumserenade ein!
ATKMSG_Z_E_664={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Schaumserenade ein!
ATKMSG_Z_N_664={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Schaumserenade ein!
ATKMSG_Z_M_665={0x0101,0x0000} setzt[0x000A]Z-Eishammer ein!
ATKMSG_Z_Y_665={0x0101,0x0000} (wild) setzt[0x000A]Z-Eishammer ein!
ATKMSG_Z_E_665={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Eishammer ein!
ATKMSG_Z_N_665={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Eishammer ein!
ATKMSG_Z_M_666={0x0101,0x0000} setzt[0x000A]Z-Florakur ein!
ATKMSG_Z_Y_666={0x0101,0x0000} (wild) setzt[0x000A]Z-Florakur ein!
ATKMSG_Z_E_666={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Florakur ein!
ATKMSG_Z_N_666={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Florakur ein!
ATKMSG_Z_M_667={0x0101,0x0000} setzt[0x000A]Z-Pferdestärke ein!
ATKMSG_Z_Y_667={0x0101,0x0000} (wild) setzt[0x000A]Z-Pferdestärke ein!
ATKMSG_Z_E_667={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Pferdestärke ein!
ATKMSG_Z_N_667={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Pferdestärke ein!
ATKMSG_Z_M_668={0x0101,0x0000} setzt[0x000A]Z-Kraftabsorber ein!
ATKMSG_Z_Y_668={0x0101,0x0000} (wild) setzt[0x000A]Z-Kraftabsorber ein!
ATKMSG_Z_E_668={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Kraftabsorber ein!
ATKMSG_Z_N_668={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Kraftabsorber ein!
ATKMSG_Z_M_669={0x0101,0x0000} setzt[0x000A]Z-Solarklinge ein!
ATKMSG_Z_Y_669={0x0101,0x0000} (wild) setzt[0x000A]Z-Solarklinge ein!
ATKMSG_Z_E_669={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Solarklinge ein!
ATKMSG_Z_N_669={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Solarklinge ein!
ATKMSG_Z_M_670={0x0101,0x0000} setzt[0x000A]Z-Blattwerk ein!
ATKMSG_Z_Y_670={0x0101,0x0000} (wild) setzt[0x000A]Z-Blattwerk ein!
ATKMSG_Z_E_670={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Blattwerk ein!
ATKMSG_Z_N_670={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Blattwerk ein!
ATKMSG_Z_M_671={0x0101,0x0000} setzt[0x000A]Z-Rampenlicht ein!
ATKMSG_Z_Y_671={0x0101,0x0000} (wild) setzt[0x000A]Z-Rampenlicht ein!
ATKMSG_Z_E_671={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Rampenlicht ein!
ATKMSG_Z_N_671={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Rampenlicht ein!
ATKMSG_Z_M_672={0x0101,0x0000} setzt[0x000A]Z-Giftfaden ein!
ATKMSG_Z_Y_672={0x0101,0x0000} (wild) setzt[0x000A]Z-Giftfaden ein!
ATKMSG_Z_E_672={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Giftfaden ein!
ATKMSG_Z_N_672={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Giftfaden ein!
ATKMSG_Z_M_673={0x0101,0x0000} setzt[0x000A]Z-Konzentration ein!
ATKMSG_Z_Y_673={0x0101,0x0000} (wild) setzt[0x000A]Z-Konzentration ein!
ATKMSG_Z_E_673={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Konzentration ein!
ATKMSG_Z_N_673={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Konzentration ein!
ATKMSG_Z_M_674={0x0101,0x0000} setzt[0x000A]Z-Hilfsmechanik ein!
ATKMSG_Z_Y_674={0x0101,0x0000} (wild) setzt[0x000A]Z-Hilfsmechanik ein!
ATKMSG_Z_E_674={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Hilfsmechanik ein!
ATKMSG_Z_N_674={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Hilfsmechanik ein!
ATKMSG_Z_M_675={0x0101,0x0000} setzt[0x000A]Z-Neck Strike ein!
ATKMSG_Z_Y_675={0x0101,0x0000} (wild) setzt[0x000A]Z-Neck Strike ein!
ATKMSG_Z_E_675={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Neck Strike ein!
ATKMSG_Z_N_675={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Neck Strike ein!
ATKMSG_Z_M_676={0x0101,0x0000} setzt[0x000A]Z-Pollenknödel ein!
ATKMSG_Z_Y_676={0x0101,0x0000} (wild) setzt[0x000A]Z-Pollenknödel ein!
ATKMSG_Z_E_676={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Pollenknödel ein!
ATKMSG_Z_N_676={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Pollenknödel ein!
ATKMSG_Z_M_677={0x0101,0x0000} setzt[0x000A]Z-Ankerschuss ein!
ATKMSG_Z_Y_677={0x0101,0x0000} (wild) setzt[0x000A]Z-Ankerschuss ein!
ATKMSG_Z_E_677={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Ankerschuss ein!
ATKMSG_Z_N_677={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Ankerschuss ein!
ATKMSG_Z_M_678={0x0101,0x0000} setzt[0x000A]Z-Psychofeld ein!
ATKMSG_Z_Y_678={0x0101,0x0000} (wild) setzt[0x000A]Z-Psychofeld ein!
ATKMSG_Z_E_678={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Psychofeld ein!
ATKMSG_Z_N_678={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Psychofeld ein!
ATKMSG_Z_M_679={0x0101,0x0000} setzt[0x000A]Z-Anfallen ein!
ATKMSG_Z_Y_679={0x0101,0x0000} (wild) setzt[0x000A]Z-Anfallen ein!
ATKMSG_Z_E_679={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Anfallen ein!
ATKMSG_Z_N_679={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Anfallen ein!
ATKMSG_Z_M_680={0x0101,0x0000} setzt[0x000A]Z-Feuerpeitsche ein!
ATKMSG_Z_Y_680={0x0101,0x0000} (wild) setzt[0x000A]Z-Feuerpeitsche ein!
ATKMSG_Z_E_680={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Feuerpeitsche ein!
ATKMSG_Z_N_680={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Feuerpeitsche ein!
ATKMSG_Z_M_681={0x0101,0x0000} setzt[0x000A]Z-Überheblichkeit ein!
ATKMSG_Z_Y_681={0x0101,0x0000} (wild) setzt[0x000A]Z-Überheblichkeit ein!
ATKMSG_Z_E_681={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Überheblichkeit ein!
ATKMSG_Z_N_681={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Überheblichkeit ein!
ATKMSG_Z_M_682={0x0101,0x0000} setzt[0x000A]Z-Ausbrennen ein!
ATKMSG_Z_Y_682={0x0101,0x0000} (wild) setzt[0x000A]Z-Ausbrennen ein!
ATKMSG_Z_E_682={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Ausbrennen ein!
ATKMSG_Z_N_682={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Ausbrennen ein!
ATKMSG_Z_M_683={0x0101,0x0000} setzt[0x000A]Z-Initiativetausch ein!
ATKMSG_Z_Y_683={0x0101,0x0000} (wild) setzt[0x000A]Z-Initiativetausch ein!
ATKMSG_Z_E_683={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Initiativetausch ein!
ATKMSG_Z_N_683={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Initiativetausch ein!
ATKMSG_Z_M_684={0x0101,0x0000} setzt[0x000A]Z-Schmalhorn ein!
ATKMSG_Z_Y_684={0x0101,0x0000} (wild) setzt[0x000A]Z-Schmalhorn ein!
ATKMSG_Z_E_684={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Schmalhorn ein!
ATKMSG_Z_N_684={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Schmalhorn ein!
ATKMSG_Z_M_685={0x0101,0x0000} setzt[0x000A]Z-Läuterung ein!
ATKMSG_Z_Y_685={0x0101,0x0000} (wild) setzt[0x000A]Z-Läuterung ein!
ATKMSG_Z_E_685={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Läuterung ein!
ATKMSG_Z_N_685={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Läuterung ein!
ATKMSG_Z_M_686={0x0101,0x0000} setzt[0x000A]Z-Wecktanz ein!
ATKMSG_Z_Y_686={0x0101,0x0000} (wild) setzt[0x000A]Z-Wecktanz ein!
ATKMSG_Z_E_686={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Wecktanz ein!
ATKMSG_Z_N_686={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Wecktanz ein!
ATKMSG_Z_M_687={0x0101,0x0000} setzt[0x000A]Z-Sanktionskern ein!
ATKMSG_Z_Y_687={0x0101,0x0000} (wild) setzt[0x000A]Z-Sanktionskern ein!
ATKMSG_Z_E_687={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Sanktionskern ein!
ATKMSG_Z_N_687={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Sanktionskern ein!
ATKMSG_Z_M_688={0x0101,0x0000} setzt[0x000A]Z-Tropenkick ein!
ATKMSG_Z_Y_688={0x0101,0x0000} (wild) setzt[0x000A]Z-Tropenkick ein!
ATKMSG_Z_E_688={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Tropenkick ein!
ATKMSG_Z_N_688={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Tropenkick ein!
ATKMSG_Z_M_689={0x0101,0x0000} setzt[0x000A]Z-Kommando ein!
ATKMSG_Z_Y_689={0x0101,0x0000} (wild) setzt[0x000A]Z-Kommando ein!
ATKMSG_Z_E_689={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Kommando ein!
ATKMSG_Z_N_689={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Kommando ein!
ATKMSG_Z_M_690={0x0101,0x0000} setzt[0x000A]Z-Schnabelkanone ein!
ATKMSG_Z_Y_690={0x0101,0x0000} (wild) setzt[0x000A]Z-Schnabelkanone ein!
ATKMSG_Z_E_690={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Schnabelkanone ein!
ATKMSG_Z_N_690={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Schnabelkanone ein!
ATKMSG_Z_M_691={0x0101,0x0000} setzt[0x000A]Z-Schuppenrasseln ein!
ATKMSG_Z_Y_691={0x0101,0x0000} (wild) setzt[0x000A]Z-Schuppenrasseln ein!
ATKMSG_Z_E_691={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Schuppenrasseln ein!
ATKMSG_Z_N_691={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Schuppenrasseln ein!
ATKMSG_Z_M_692={0x0101,0x0000} setzt[0x000A]Z-Drachenhammer ein!
ATKMSG_Z_Y_692={0x0101,0x0000} (wild) setzt[0x000A]Z-Drachenhammer ein!
ATKMSG_Z_E_692={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Drachenhammer ein!
ATKMSG_Z_N_692={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Drachenhammer ein!
ATKMSG_Z_M_693={0x0101,0x0000} setzt[0x000A]Z-Wirbler ein!
ATKMSG_Z_Y_693={0x0101,0x0000} (wild) setzt[0x000A]Z-Wirbler ein!
ATKMSG_Z_E_693={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Wirbler ein!
ATKMSG_Z_N_693={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Wirbler ein!
ATKMSG_Z_M_694={0x0101,0x0000} setzt[0x000A]Z-Auroraschleier ein!
ATKMSG_Z_Y_694={0x0101,0x0000} (wild) setzt[0x000A]Z-Auroraschleier ein!
ATKMSG_Z_E_694={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Auroraschleier ein!
ATKMSG_Z_N_694={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Auroraschleier ein!
ATKMSG_Z_M_695={0x0101,0x0000} setzt die Z-Attacke[0x000A]Schatten-Pfeilregen ein!
ATKMSG_Z_Y_695={0x0101,0x0000} (wild) setzt die Z-Attacke[0x000A]Schatten-Pfeilregen ein!
ATKMSG_Z_E_695={0x0101,0x0000} (Gegner) setzt die Z-Attacke[0x000A]Schatten-Pfeilregen ein!
ATKMSG_Z_N_695={0x0101,0x0000} (Herrscher) setzt die Z-Attacke[0x000A]Schatten-Pfeilregen ein!
ATKMSG_Z_M_696={0x0101,0x0000} setzt die Z-Attacke[0x000A]Hyper Dark Crusher ein!
ATKMSG_Z_Y_696={0x0101,0x0000} (wild) setzt die Z-Attacke[0x000A]Hyper Dark Crusher ein!
ATKMSG_Z_E_696={0x0101,0x0000} (Gegner) setzt die Z-Attacke[0x000A]Hyper Dark Crusher ein!
ATKMSG_Z_N_696={0x0101,0x0000} (Herrscher) setzt die Z-Attacke[0x000A]Hyper Dark Crusher ein!
ATKMSG_Z_M_697={0x0101,0x0000} setzt die Z-Attacke[0x000A]Grandiose Meeressymphonie ein!
ATKMSG_Z_Y_697={0x0101,0x0000} (wild) setzt die Z-Attacke[0x000A]Grandiose Meeressymphonie ein!
ATKMSG_Z_E_697={0x0101,0x0000} (Gegner) setzt die Z-Attacke[0x000A]Grandiose Meeressymphonie ein!
ATKMSG_Z_N_697={0x0101,0x0000} (Herrscher) setzt die Z-Attacke[0x000A]Grandiose Meeressymphonie ein!
ATKMSG_Z_M_698={0x0101,0x0000} setzt die Z-Attacke[0x000A]Alolas Wächter ein!
ATKMSG_Z_Y_698={0x0101,0x0000} (wild) setzt die Z-Attacke[0x000A]Alolas Wächter ein!
ATKMSG_Z_E_698={0x0101,0x0000} (Gegner) setzt die Z-Attacke[0x000A]Alolas Wächter ein!
ATKMSG_Z_N_698={0x0101,0x0000} (Herrscher) setzt die Z-Attacke[0x000A]Alolas Wächter ein!
ATKMSG_Z_M_699={0x0101,0x0000} setzt die Z-Attacke[0x000A]Sternbild des Seelenraubes ein!
ATKMSG_Z_Y_699={0x0101,0x0000} (wild) setzt die Z-Attacke[0x000A]Sternbild des Seelenraubes ein!
ATKMSG_Z_E_699={0x0101,0x0000} (Gegner) setzt die Z-Attacke[0x000A]Sternbild des Seelenraubes ein!
ATKMSG_Z_N_699={0x0101,0x0000} (Herrscher) setzt die Z-Attacke[0x000A]Sternbild des Seelenraubes ein!
ATKMSG_Z_M_700={0x0101,0x0000} setzt die Z-Attacke[0x000A]Blitz-Wellenritt ein!
ATKMSG_Z_Y_700={0x0101,0x0000} (wild) setzt die Z-Attacke[0x000A]Blitz-Wellenritt ein!
ATKMSG_Z_E_700={0x0101,0x0000} (Gegner) setzt die Z-Attacke[0x000A]Blitz-Wellenritt ein!
ATKMSG_Z_N_700={0x0101,0x0000} (Herrscher) setzt die Z-Attacke[0x000A]Blitz-Wellenritt ein!
ATKMSG_Z_M_701={0x0101,0x0000} setzt die Z-Attacke[0x000A]Schluss mit lustig ein!
ATKMSG_Z_Y_701={0x0101,0x0000} (wild) setzt die Z-Attacke[0x000A]Schluss mit lustig ein!
ATKMSG_Z_E_701={0x0101,0x0000} (Gegner) setzt die Z-Attacke[0x000A]Schluss mit lustig ein!
ATKMSG_Z_N_701={0x0101,0x0000} (Herrscher) setzt die Z-Attacke[0x000A]Schluss mit lustig ein!
ATKMSG_Z_M_702={0x0101,0x0000} setzt die Z-Attacke[0x000A]Macht der Neun ein!
ATKMSG_Z_Y_702={0x0101,0x0000} (wild) setzt die Z-Attacke[0x000A]Macht der Neun ein!
ATKMSG_Z_E_702={0x0101,0x0000} (Gegner) setzt die Z-Attacke[0x000A]Macht der Neun ein!
ATKMSG_Z_N_702={0x0101,0x0000} (Herrscher) setzt die Z-Attacke[0x000A]Macht der Neun ein!
ATKMSG_Z_M_703={0x0101,0x0000} setzt die Z-Attacke[0x000A]Supernova des Ursprungs ein!
ATKMSG_Z_Y_703={0x0101,0x0000} (wild) setzt die Z-Attacke[0x000A]Supernova des Ursprungs ein!
ATKMSG_Z_E_703={0x0101,0x0000} (Gegner) setzt die Z-Attacke[0x000A]Supernova des Ursprungs ein!
ATKMSG_Z_N_703={0x0101,0x0000} (Herrscher) setzt die Z-Attacke[0x000A]Supernova des Ursprungs ein!
ATKMSG_Z_M_704={0x0101,0x0000} setzt[0x000A]Z-Panzerfalle ein!
ATKMSG_Z_Y_704={0x0101,0x0000} (wild) setzt[0x000A]Z-Panzerfalle ein!
ATKMSG_Z_E_704={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Panzerfalle ein!
ATKMSG_Z_N_704={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Panzerfalle ein!
ATKMSG_Z_M_705={0x0101,0x0000} setzt[0x000A]Z-Kanonenbouquet ein!
ATKMSG_Z_Y_705={0x0101,0x0000} (wild) setzt[0x000A]Z-Kanonenbouquet ein!
ATKMSG_Z_E_705={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Kanonenbouquet ein!
ATKMSG_Z_N_705={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Kanonenbouquet ein!
ATKMSG_Z_M_706={0x0101,0x0000} setzt[0x000A]Z-Psychobeißer ein!
ATKMSG_Z_Y_706={0x0101,0x0000} (wild) setzt[0x000A]Z-Psychobeißer ein!
ATKMSG_Z_E_706={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Psychobeißer ein!
ATKMSG_Z_N_706={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Psychobeißer ein!
ATKMSG_Z_M_707={0x0101,0x0000} setzt[0x000A]Z-Fruststampfer ein!
ATKMSG_Z_Y_707={0x0101,0x0000} (wild) setzt[0x000A]Z-Fruststampfer ein!
ATKMSG_Z_E_707={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Fruststampfer ein!
ATKMSG_Z_N_707={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Fruststampfer ein!
ATKMSG_Z_M_708={0x0101,0x0000} setzt[0x000A]Z-Schattenknochen ein!
ATKMSG_Z_Y_708={0x0101,0x0000} (wild) setzt[0x000A]Z-Schattenknochen ein!
ATKMSG_Z_E_708={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Schattenknochen ein!
ATKMSG_Z_N_708={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Schattenknochen ein!
ATKMSG_Z_M_709={0x0101,0x0000} setzt[0x000A]Z-Turbofelsen ein!
ATKMSG_Z_Y_709={0x0101,0x0000} (wild) setzt[0x000A]Z-Turbofelsen ein!
ATKMSG_Z_E_709={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Turbofelsen ein!
ATKMSG_Z_N_709={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Turbofelsen ein!
ATKMSG_Z_M_710={0x0101,0x0000} setzt[0x000A]Z-Aquadurchstoß ein!
ATKMSG_Z_Y_710={0x0101,0x0000} (wild) setzt[0x000A]Z-Aquadurchstoß ein!
ATKMSG_Z_E_710={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Aquadurchstoß ein!
ATKMSG_Z_N_710={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Aquadurchstoß ein!
ATKMSG_Z_M_711={0x0101,0x0000} setzt[0x000A]Z-Prisma-Laser ein!
ATKMSG_Z_Y_711={0x0101,0x0000} (wild) setzt[0x000A]Z-Prisma-Laser ein!
ATKMSG_Z_E_711={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Prisma-Laser ein!
ATKMSG_Z_N_711={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Prisma-Laser ein!
ATKMSG_Z_M_712={0x0101,0x0000} setzt[0x000A]Z-Diebesschatten ein!
ATKMSG_Z_Y_712={0x0101,0x0000} (wild) setzt[0x000A]Z-Diebesschatten ein!
ATKMSG_Z_E_712={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Diebesschatten ein!
ATKMSG_Z_N_712={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Diebesschatten ein!
ATKMSG_Z_M_713={0x0101,0x0000} setzt[0x000A]Z-Stahlgestirn ein!
ATKMSG_Z_Y_713={0x0101,0x0000} (wild) setzt[0x000A]Z-Stahlgestirn ein!
